quarter,courseId,title,description,subjectArea,unitsFixed,unitsVariableHigh,unitsVariableLow,instructionType,instructionTypeSecondary,onLineCourse,deptCode,generalEducation,enrollCode,section,classClosed,room,building,days,beginTime,endTime,instructor,functionCode,Prerequisites,Unlocks
20241,GEOG 110,INTRO METEOROLOGY,"An introduction to the dynamics of the earth's atmosphere. Topics include: energy exchange mechanisms, energy balance, condensation and precipitatio n   processes, the dynamics of pressure and wind systems, and the distribut ions of   weather disturbances.",GEOG    ,4.0,,,LEC,DIS,False,GEOG ,[],23416,101,,2616,ELLSN, T     ,13:00,13:50,OLATUNDE A O,Teaching but not in charge,Prerequisites: GEOG 3 or 3A or ENVS 3 or EARTH 2 or 4; and Math 2A-B or 3A-B; and PHYS 1 or 6A; and upper division standing,GEOG 249
20241,GEOG 110,INTRO METEOROLOGY,"An introduction to the dynamics of the earth's atmosphere. Topics include: energy exchange mechanisms, energy balance, condensation and precipitatio n   processes, the dynamics of pressure and wind systems, and the distribut ions of   weather disturbances.",GEOG    ,4.0,,,LEC,DIS,False,GEOG ,[],23424,102,,2616,ELLSN,  W    ,17:00,17:50,OLATUNDE A O,Teaching but not in charge,Prerequisites: GEOG 3 or 3A or ENVS 3 or EARTH 2 or 4; and Math 2A-B or 3A-B; and PHYS 1 or 6A; and upper division standing,GEOG 249
20241,GEOG 114A,INTRO SOIL SCIENCE,"Explores core introductory concepts in soil science and how soils relate to global environmental challenges. Includes study of soil physical, biological, and chemical properties, soil development, and fertility, as well as the critical role of soils in fostering thriving communities. Incorporates independent projects and soils excursions.",GEOG    ,4.0,,,LEC,LAB,False,GEOG ,[],59170,100,,1508,PHELP, T R   ,09:30,10:45,HOLZER I O,Teaching and in charge,Prerequisites: Environmental Studies 15A and 15B or Chemistry 1A-B; and Geography 3 or 4 oEarth Science 2 or 4 or 20,"ENV S 114B, GEOG 114B"
20241,GEOG 115B,REMOTE SENS ENV 2,"Properties of satellite imagery and tools required to process   data from remote sensing systems. Topics include spectral and   spatial enhancement, image classification, geometric and   radiometric correction, with emphasis on applications. Lab   includes analysis of optical, thermal, Lidar, and radar data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23457,100,,3621,ELLSN,M W    ,14:00,15:15,FRAZIER A,Teaching and in charge,Prerequisites: Geography 115A with a minimum grade of C.,GEOG 115C
20241,GEOG 115B,REMOTE SENS ENV 2,"Properties of satellite imagery and tools required to process   data from remote sensing systems. Topics include spectral and   spatial enhancement, image classification, geometric and   radiometric correction, with emphasis on applications. Lab   includes analysis of optical, thermal, Lidar, and radar data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23465,101,,3620,ELLSN, T     ,09:00,11:50,LI HSIN JU,Teaching but not in charge,Prerequisites: Geography 115A with a minimum grade of C.,GEOG 115C
20241,GEOG 115B,REMOTE SENS ENV 2,"Properties of satellite imagery and tools required to process   data from remote sensing systems. Topics include spectral and   spatial enhancement, image classification, geometric and   radiometric correction, with emphasis on applications. Lab   includes analysis of optical, thermal, Lidar, and radar data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23473,102,,3620,ELLSN,   R   ,17:00,19:50,STEN M G,Teaching but not in charge,Prerequisites: Geography 115A with a minimum grade of C.,GEOG 115C
20241,GEOG 116,GROUNDWATER,"Analysis of groundwater flow in complex geologic environments, aquifer prop erties, wells and groundwater contamination, surface water-groundwater inte ractions. Laboratory: basic groundwater experiments, Darcy's law, flow nets , solute dispersion, field measurements of bedrock groundwater, analysis of pumping-test data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23481,100,,3621,ELLSN, T R   ,09:30,10:45,LOAICIGA H,Teaching and in charge,Prerequisites: GEOG 3B or 4 or EARTH 2; or consent of instructor.,
20241,GEOG 116,GROUNDWATER,"Analysis of groundwater flow in complex geologic environments, aquifer prop erties, wells and groundwater contamination, surface water-groundwater inte ractions. Laboratory: basic groundwater experiments, Darcy's law, flow nets , solute dispersion, field measurements of bedrock groundwater, analysis of pumping-test data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23499,101,,3620,ELLSN,  W    ,15:00,16:50,THACKER R E,Teaching but not in charge,Prerequisites: GEOG 3B or 4 or EARTH 2; or consent of instructor.,
20241,GEOG 116,GROUNDWATER,"Analysis of groundwater flow in complex geologic environments, aquifer prop erties, wells and groundwater contamination, surface water-groundwater inte ractions. Laboratory: basic groundwater experiments, Darcy's law, flow nets , solute dispersion, field measurements of bedrock groundwater, analysis of pumping-test data.",GEOG    ,5.0,,,LEC,LAB,False,GEOG ,[],23507,102,,3620,ELLSN, T     ,12:00,13:50,MUMBY L E,Teaching but not in charge,Prerequisites: GEOG 3B or 4 or EARTH 2; or consent of instructor.,
20241,GEOG 130,URBAN ENVIRONMENT,"Environment and climate of cities, suburbs, and other settlements, focusing on the built environment, soils, water, solar radiation, atmosphere, veget ation, and human thermal comfort. Lab includes field work on a range of sit es along an urban-to-exurban gradient, individual lab reports on specific u rban sites, use of a web wiki to produce collaborative data, and a final sy nthesis assignment.",GEOG    ,4.0,,,LEC,LAB,False,GEOG ,[],55897,100,,2620,ELLSN, T R   ,11:00,12:15,MCFADDEN J P,Teaching and in charge,Prerequisites: Geography 3B or 4 or Environmental Studies 2 or permission of the instructor.,
20241,GEOG 130,URBAN ENVIRONMENT,"Environment and climate of cities, suburbs, and other settlements, focusing on the built environment, soils, water, solar radiation, atmosphere, veget ation, and human thermal comfort. Lab includes field work on a range of sit es along an urban-to-exurban gradient, individual lab reports on specific u rban sites, use of a web wiki to produce collaborative data, and a final sy nthesis assignment.",GEOG    ,4.0,,,LEC,LAB,False,GEOG ,[],55905,101,,2616,ELLSN, T     ,17:00,17:50,DIXON A K,Teaching but not in charge,Prerequisites: Geography 3B or 4 or Environmental Studies 2 or permission of the instructor.,
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24901,100,,THEA1,IV, T R   ,14:00,15:15,ROBERTS L S,Teaching and in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24919,101,,1223,HSSB, T     ,17:00,17:50,TRUMBLE E K,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24927,102,,1227,HSSB, T     ,18:00,18:50,TRUMBLE E K,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24935,103,,1206,HSSB, T     ,19:00,19:50,TRUMBLE E K,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24943,104,,1215,HSSB, T     ,17:00,17:50,ZHAO AARON,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24950,105,,1224,HSSB, T     ,18:00,18:50,ZHAO AARON,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24968,106,,2202,HSSB, T     ,19:00,19:50,ZHAO AARON,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24976,107,,2202,HSSB,  W    ,08:00,08:50,DEVRIS J J,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24984,108,,1215,HSSB,  W    ,09:00,09:50,DEVRIS J J,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",24992,109,,1231,HSSB,  W    ,10:00,10:50,DEVRIS J J,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25007,110,,2816,ELLSN,  W    ,08:00,08:50,MAGANGA M,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25015,111,,1214,HSSB,  W    ,09:00,09:50,MAGANGA M,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25023,112,,1228,HSSB,  W    ,10:00,10:50,MAGANGA M,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25031,113,,1211,HSSB,   R   ,08:00,08:50,CHANDRASEKHAR,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25049,114,,1227,HSSB,   R   ,09:00,09:50,CHANDRASEKHAR,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25056,115,,1233,HSSB,   R   ,10:00,10:50,CHANDRASEKHAR,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25064,116,,1210,HSSB,   R   ,08:00,08:50,AGYEIWAA C,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25072,117,,1224,HSSB,   R   ,09:00,09:50,AGYEIWAA C,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25080,118,,1232,HSSB,   R   ,10:00,10:50,AGYEIWAA C,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25098,119,,1108,GIRV,    F  ,08:00,08:50,QIU YACONG,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25106,120,,1206,HSSB,    F  ,09:00,09:50,QIU YACONG,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25114,121,,1215,HSSB,    F  ,10:00,10:50,QIU YACONG,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25122,122,,2816,ELLSN,    F  ,15:00,15:50,CUI W,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25130,123,,2816,ELLSN,    F  ,16:00,16:50,CUI W,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political systems that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",25148,124,,2816,ELLSN,    F  ,17:00,17:50,CUI W,Teaching but not in charge,No Prerequisites,"HIST 122, HIST 184A, HIST 187A, HIST 115B, HIST 125, HIST 138FM"
20241,HIST 4B,MEDIEV ERLY MOD EUR,"Survey of the history of Europe in the Medieval and Early Modern periods, 8 00-1700. Discusses the major social, political, religious, and cultural cha racteristics and developments of the period, as well as key interactions be tween Europe and other parts of the world. Weekly discussion sections are a n important feature of this course, enabling students to develop and expand upon material presented during the lecture hour.",HIST    ,4.0,,,LEC,DIS,False,HIST ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'ENGR'}, {'geCode': 'EUR', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'E1 ', 'geCollege': 'ENGR'}]",25353,100,,THEA1,IV, T R   ,11:00,12:15,BOULEY B A,Teaching and in charge,No Prerequisites,"HIST 122, HIST 135C, HIST 107C, HIST 115B, HIST 104G, HIST 121D"
